FCH35N5BBXX-wHAXPI020698-109_L2_2.fq,10000,0.89,0.65,0.75,0.62,0.64,0.62,0.66,0.63
FCH35N5BBXX-wHAXPI020698-109_L2_2.fq,50000,0.89,0.65,0.76,0.62,0.64,0.62,0.66,0.63
FCH35N5BBXX-wHAXPI020698-109_L2_2.fq,100000,0.89,0.65,0.76,0.62,0.64,0.62,0.66,0.63
FCH35N5BBXX-wHAXPI020699-110_L2_1.fq,500,0.71,0.68,0.76,0.88,0.67,0.65,0.69,0.69
FCH35N5BBXX-wHAXPI020699-110_L2_1.fq,1000,0.68,0.66,0.76,0.9,0.65,0.63,0.68,0.65
FCH35N5BBXX-wHAXPI020699-110_L2_1.fq,5000,0.69,0.68,0.76,0.89,0.67,0.65,0.71,0.66
FCH35N5BBXX-wHAXPI020699-110_L2_1.fq,10000,0.7,0.68,0.76,0.9,0.67,0.65,0.71,0.66
FCH35N5BBXX-wHAXPI020699-110_L2_1.fq,50000,0.7,0.69,0.77,0.9,0.68,0.65,0.71,0.67
FCH35N5BBXX-wHAXPI020699-110_L2_1.fq,100000,0.7,0.69,0.77,0.9,0.68,0.66,0.72,0.67
FCH35N5BBXX-wHAXPI020699-110_L2_2.fq,500,0.64,0.6,0.69,0.81,0.61,0.58,0.63,0.62
FCH35N5BBXX-wHAXPI020699-110_L2_2.fq,1000,0.63,0.61,0.7,0.81,0.6,0.58,0.64,0.58
FCH35N5BBXX-wHAXPI020699-110_L2_2.fq,5000,0.63,0.62,0.69,0.81,0.61,0.59,0.64,0.6
FCH35N5BBXX-wHAXPI020699-110_L2_2.fq,10000,0.63,0.62,0.7,0.82,0.61,0.59,0.65,0.6
FCH35N5BBXX-wHAXPI020699-110_L2_2.fq,50000,0.63,0.62,0.69,0.81,0.61,0.59,0.64,0.6
FCH35N5BBXX-wHAXPI020699-110_L2_2.fq,100000,0.63,0.62,0.69,0.81,0.61,0.58,0.64,0.6
BMBF-129_S5_L001_R1_001.fq,500,0.7,0.68,0.76,0.89,0.63,0.64,0.69,0.65
BMBF-129_S5_L001_R1_001.fq,1000,0.73,0.7,0.78,0.89,0.68,0.66,0.73,0.69
BMBF-129_S5_L001_R1_001.fq,5000,0.72,0.69,0.78,0.89,0.67,0.66,0.72,0.67
BMBF-129_S5_L001_R1_001.fq,10000,0.71,0.69,0.77,0.9,0.67,0.65,0.72,0.67
BMBF-129_S5_L001_R1_001.fq,50000,0.71,0.69,0.77,0.89,0.67,0.65,0.72,0.67
BMBF-129_S5_L001_R1_001.fq,100000,0.71,0.69,0.78,0.9,0.67,0.65,0.72,0.67
BMBF-129_S5_L001_R2_001.fq,500,0.67,0.63,0.71,0.83,0.6,0.6,0.64,0.62
BMBF-129_S5_L001_R2_001.fq,1000,0.67,0.65,0.74,0.85,0.63,0.62,0.67,0.63
BMBF-129_S5_L001_R2_001.fq,5000,0.67,0.65,0.73,0.84,0.63,0.62,0.67,0.62
BMBF-129_S5_L001_R2_001.fq,10000,0.68,0.65,0.73,0.84,0.63,0.61,0.68,0.63
BMBF-129_S5_L001_R2_001.fq,50000,0.67,0.64,0.73,0.84,0.63,0.61,0.67,0.63
BMBF-129_S5_L001_R2_001.fq,100000,0.68,0.65,0.74,0.85,0.63,0.62,0.68,0.63
BMBF-133_S6_L001_R1_001.fq,500,0.63,0.6,0.67,0.57,0.61,0.58,0.63,0.88
BMBF-133_S6_L001_R1_001.fq,1000,0.67,0.62,0.7,0.6,0.63,0.6,0.66,0.89
BMBF-133_S6_L001_R1_001.fq,5000,0.67,0.63,0.71,0.6,0.63,0.6,0.66,0.89
BMBF-133_S6_L001_R1_001.fq,10000,0.67,0.63,0.71,0.61,0.64,0.61,0.66,0.89
